id,name,symbol,sector,industry
100613,FloridaFirst BanCorp Inc,FFBK,FINANCE,BANKS & THRIFTS
100614,First Federal BanCorp. Inc. (OH),FFBZ,FINANCE,BANKS & THRIFTS
100615,FirstFed BanCorp,FFDB,FINANCE,BANKS & THRIFTS
100617,First Federal Savings & Loan Association (East Hartford CT),FFES,FINANCE,BANKS & THRIFTS
100618,Fidelity Bankshares Inc,FFFL,FINANCE,BANKS & THRIFTS
100621,Farm Family Holdings Inc.,FFH,FINANCE,INSURANCE
100622,FSF Financial Corp.,FFHH,FINANCE,BANKS & THRIFTS
100624,FFLC BanCorp. Inc.,FFLC,FINANCE,BANKS & THRIFTS
100630,Fletcher Challenge Forests Ltd Class A,FFSA,MATERIALS,PAPER & PACKAGING
100632,First Federal Banc of the Southwest Inc,FFSW,FINANCE,BANKS & THRIFTS
100641,First Georgia Holding Inc.,FGHC,FINANCE,BANKS & THRIFTS
100645,First Health Group Corp.,FHCC,FINANCE,INSURANCE
100648,Fairmont Hotels & Resorts,FHR,CONSUMER DISCRETIONARY,HOTELS & TRAVEL
100651,Sorrento Networks Corp.,FIBR,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
100652,Fieldstone Investment Corp,FICC,FINANCE,REAL ESTATE & REITS
100656,FileNet Corp.,FILE,INFORMATION TECHNOLOGY,SOFTWARE
100661,5B Technologies Corp,FIVE,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
100666,First Kansas Financial Corp.,FKAN,FINANCE,BANKS & THRIFTS
100668,Florida East Coast Industries Class B,FLA.B,TRANSPORTS,RAILROADS
100669,Florida East Coast Industries Class A,FLA,TRANSPORTS,RAILROADS
100670,FLAG Financial Corp.,FLAG,FINANCE,BANKS & THRIFTS
100673,Finger Lakes BanCorp. Inc.,FLBC,FINANCE,BANKS & THRIFTS
100674,Florida Banks Inc.,FLBK,FINANCE,BANKS & THRIFTS
100677,Falcon Technologies Inc.,FLCN,HEALTH CARE,HEALTH CARE SUPPLIES
100678,Full Line Distributors Inc.,FLD,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
100680,Fila Holding S.p.A.,FLH,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
100685,Foilmark Inc.,FLMK,INDUSTRIALS,MACHINERY
100687,Flowers Industries Inc.,FLO.A,CONSUMER STAPLES,FOOD PRODUCTS
100690,FLAMERET INC,FLREE.OB,"",""
100693,M-System Flash Disk Ltd,FLSH,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
100700,FLYi Inc.,FLYIQ,TRANSPORTS,AIRLINES & AIR SERVICES
100701,Navigant International Inc,FLYR,CONSUMER DISCRETIONARY,HOTELS & TRAVEL
100704,F&M BanCorp. (MD),FMBN,FINANCE,BANKS & THRIFTS
100705,FMS Financial Corp,FMCO,FINANCE,BANKS & THRIFTS
100709,Franklin Multi-Income Trust Fund Inc.,FMI,FINANCE,GENERAL FINANCE
100711,FiberMark Inc.,FMKIQ,MATERIALS,PAPER & PACKAGING
100712,FreeMarkets Inc.,FMKT,INFORMATION TECHNOLOGY,SOFTWARE
100726,FNB Financial Corp.,FNBBE,FINANCE,BANKS & THRIFTS
100734,Franklin Financial Corp. (TN),FNFN,FINANCE,BANKS & THRIFTS
100740,Fidelity National Information Solutions Inc.,FNIS,FINANCE,REAL ESTATE & REITS
100746,Provo International Inc,FNT,"",""
100751,The Boyds Collection Ltd,FOB,"",""
100752,First Oak Brook Bancshares Inc,FOBB,FINANCE,BANKS & THRIFTS
100753,Focal Inc.,FOCL,MATERIALS,CHEMICALS
100758,Focus Affiliates Inc,FONE,"",""
100759,Pierre Foods Inc.,FOOD.OB,CONSUMER STAPLES,FOOD PRODUCTS
100761,Foothill Independent Bancorp,FOOT,FINANCE,BANKS & THRIFTS
100769,Fox Entertainment Group Class A,FOX,CONSUMER DISCRETIONARY,ENTERTAINMENT
100770,Fox & Hound Restaurant Group,FOXX,CONSUMER DISCRETIONARY,RESTAURANTS
100791,Friedmans Inc. Class A,FRDMQ,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
100795,France Growth Fund,FRF,FINANCE,GENERAL FINANCE
100797,Fargo Electronics Inc,FRGO,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
100802,Frontline Ltd. (Bermuda) Unsponsored ADR,FRONY,TRANSPORTS,MARINE
100803,Fresh Brands Inc,FRSH,CONSUMER STAPLES,RETAIL - FOOD & DRUG
100805,Fortress Group Inc.,FRTG,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
100807,Fritz Companies,FRTZ,TRANSPORTS,AIRLINES & AIR SERVICES
100808,First Washington Realty Trust Inc.,FRW,FINANCE,REAL ESTATE & REITS
100817,First SecurityFed Financial Inc.,FSFF,FINANCE,BANKS & THRIFTS
100818,Fourth Shift Corp.,FSFT,INFORMATION TECHNOLOGY,SOFTWARE
100819,Fisher Scientific International Inc.,FSH,HEALTH CARE,HEALTH CARE SUPPLIES
100820,First Sentinel BanCorp. Inc.,FSLA,FINANCE,BANKS & THRIFTS
100821,Freescale Semiconductor Inc. Class B,FSLB,INFORMATION TECHNOLOGY,SEMICONDUCTORS
100825,Foodarama Supermarkets Inc.,FSM,CONSUMER STAPLES,RETAIL - FOOD & DRUG
100827,Fsona Systems,FSON,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
100831,FASTNET Corp.,FSST,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
100832,Fastclick Inc,FSTC,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
100835,Frontstep Inc.,FSTP,INFORMATION TECHNOLOGY,SOFTWARE
100837,Find SVP Inc.,FSVP,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
100840,First Colonial Group Inc.,FTCG,FINANCE,BANKS & THRIFTS
100843,FTD Inc Class A,FTDI,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
100845,First Federal Capital Corp. (La Crosse WI),FTFC,FINANCE,BANKS & THRIFTS
100847,First Financial Corp. (RI),FTFN,FINANCE,BANKS & THRIFTS
100848,Flag Telecom Holdings Ltd.,FTHL,Communications,""
100849,Featherlite Inc.,FTHR,CONSUMER DISCRETIONARY,AUTOMOBILES & PARTS
100862,First Team Sports Inc.,FTSP,CONSUMER DISCRETIONARY,LEISURE GOODS
100866,Streicher Mobile Fueling Inc. Warrant Exp. 12/27/2005,FUELW,ENERGY,ENERGY EQUIPMENT & SERVICES
100875,First Virginia Banks Inc.,FVB,FINANCE,BANKS & THRIFTS
100876,First Virtual Communications Inc,FVCC,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
100878,FVNB Corp.,FVNB,FINANCE,BANKS & THRIFTS
100879,First Western Bank (Burnsville NC),FWBN,FINANCE,BANKS & THRIFTS
100881,First Washington Financial Corp (NJ),FWFC,FINANCE,BANKS & THRIFTS
100895,Gadzooks Inc.,GADZQ,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
100899,Galileo Technology Ltd. (Israel),GALT,INFORMATION TECHNOLOGY,SEMICONDUCTORS
100906,GBC BanCorp. (CA),GBCB,FINANCE,BANKS & THRIFTS
100910,GB Holdings Inc.,GBH,CONSUMER DISCRETIONARY,CASINOS & GAMING
100921,Globalnet Inc,GBNE,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
100925,Gables Residential Trust,GBP,FINANCE,REAL ESTATE & REITS
100927,Gibbs Construction Inc,GBSE,"",""
100936,Gardenburger Inc,GBUR,CONSUMER STAPLES,FOOD PRODUCTS
100940,Global Capital Partners Inc.,GCAP,FINANCE,GENERAL FINANCE
100943,Granite City Food Unit,GCFBU,"",""
100944,Granite City Food & Brewery Warrant,GCFBW,"",""
100945,General Chemical Group Inc,GCG,"",""
100951,Greenwich Street California Municipal Fund Inc.,GCM,FINANCE,GENERAL FINANCE
100955,Genencor International Ltd,GCOR,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
100957,Gaylord Container Corp.,GCR.A,MATERIALS,PAPER & PACKAGING
100959,Gerber Childrenswear Inc.,GCW,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
100960,GC Companies Inc.,GCX,CONSUMER DISCRETIONARY,ENTERTAINMENT
100963,Garden.com Inc.,GDEN,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
100971,Guidant Corp,GDT,HEALTH CARE,HEALTH CARE SUPPLIES
100976,Golden West Financial,GDW,FINANCE,BANKS & THRIFTS
100978,Goodys Family Clothing Inc,GDYS,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
100979,GEAC Computer Corp Ltd,GEAC,INFORMATION TECHNOLOGY,SOFTWARE
100990,Geltex Pharmaceuticals Inc,GELX,"",""
100991,Pepsi-Gemex S.A. de C.V.,GEM,CONSUMER STAPLES,BEVERAGES
100993,Gemplus International SA ADS,GEMP,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
100995,Genesee Corp. Class B,GENBB,CONSUMER STAPLES,BEVERAGES
100996,GenesisIntermedia Inc,GENI,CONSUMER DISCRETIONARY,ADVERTISING
100999,Genuity Inc,GENUQ,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101002,Genset SA,GENXY,HEALTH CARE,PHARMACEUTICALS
101004,Global Epoint Inc.,GEPT.PK,"",""
101008,Gexa Corp.,GEXA,Utilities,Utilities - Electric
101010,Guilford Mills Inc.,GFD,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
101022,Genus Inc.,GGNS,INFORMATION TECHNOLOGY,SEMICONDUCTORS
101025,Good Guys Inc.,GGUY,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
101027,Golf Galaxy Inc,GGXY,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
101029,Genesis HealthCare Corp,GHCI,HEALTH CARE,HEALTH CARE SERVICES
101031,Invesco Global Health Sciences Fund,GHS,HEALTH CARE,""
101034,Giant Industries Inc.,GI,ENERGY,ENERGY PRODUCERS
101037,Golden Isles Financial Holdings Inc,GIFH,FINANCE,BANKS & THRIFTS
101039,Giga Information Group Inc.,GIGX,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101042,Gish Biomedical Inc.,GISH,HEALTH CARE,HEALTH CARE SUPPLIES
101043,Global Imaging Systems Inc,GISX,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
101049,Ameristock/Ryan 1 Year U.S. Treasury ETF,GKA,FINANCE,GENERAL FINANCE
101050,Ameristock/Ryan 2 Year U.S. Treasury ETF,GKB,FINANCE,GENERAL FINANCE
101051,Ameristock/Ryan 5 Year U.S. Treasury ETF,GKC,FINANCE,GENERAL FINANCE
101053,Gold Kist Holdings Inc,GKIS,CONSUMER STAPLES,FOOD PRODUCTS
101057,Great Lakes REIT Inc.,GL,FINANCE,REAL ESTATE & REITS
101058,Glas Aire Industries Group Ltd,GLAR,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
101059,Glenborough Realty Trust Inc. 7 3/4% Series A Convertible Preferred Stock,GLB+A,FINANCE,REAL ESTATE & REITS
101060,Glenborough Realty Trust Inc.,GLB,FINANCE,REAL ESTATE & REITS
101062,GLB BanCorp. Inc.,GLBK,FINANCE,BANKS & THRIFTS
101063,GlobalNet Financial Com Inc.,GLBN,"",""
101066,Galileo International Inc.,GLC,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101069,Gold Banc Corp Inc,GLDB,FINANCE,BANKS & THRIFTS
101074,Guilford Pharmaceutical Inc.,GLFD,HEALTH CARE,PHARMACEUTICALS
101075,Glycogenesys Inc,GLGSQ,"",""
101077,Gallaher Group Plc ADS,GLH,CONSUMER STAPLES,TOBACCO
101079,Global Marine Inc.,GLM,ENERGY,ENERGY EQUIPMENT & SERVICES
101081,Globalmedia.Com,GLMC,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101086,AHPC Holdings Inc.,GLOV.PK,"",""
101089,G&L Realty Corporation,GLR,FINANCE,REAL ESTATE & REITS
101094,Galyans Trading Co Inc,GLYN,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
101096,Gamestop Corp. Class B,GMEB,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
101105,Gemini Genomics PLC,GMNI,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
101106,Green Mountain Power Corp.,GMP,Utilities,Utilities - Electric
101116,Galey & Lord Inc.,GNL,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
101122,Genomic Solutions Inc,GNSL,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
101123,Gensym Corp.,GNSM,INFORMATION TECHNOLOGY,SOFTWARE
101124,Genesis SA ADR,GNSYY,Communications,""
101144,GSB Financial Corp.,GOSB,FINANCE,BANKS & THRIFTS
101145,Oshkosh BGosh Inc. Class A,GOSHA,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
101147,Gulf Canada Resources Ltd. (NYSE),GOU,ENERGY,ENERGY PRODUCERS
101148,Georgia-Pacific Corp,GP,MATERIALS,PAPER & PACKAGING
101161,Great Plains Software,GPSI,INFORMATION TECHNOLOGY,SOFTWARE
101163,Greenpoint Financial Corp.,GPT,FINANCE,BANKS & THRIFTS
101165,Global Payment Technologies Inc.,GPTX.PK,INDUSTRIALS,MACHINERY
101166,GPU Inc.,GPU,Utilities,Utilities - Electric
101171,Greenbelt Resources Corp.,GRCO,CONSUMER STAPLES,FOOD PRODUCTS
101182,Go Remote Internet Inc,GRIC,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101185,Greka Energy Corp.,GRKA,ENERGY,ENERGY PRODUCERS
101186,Gulf Indonesia Resources Ltd.,GRL,ENERGY,ENERGY PRODUCERS
101203,Granite State Bankshares Inc.,GSBI,FINANCE,BANKS & THRIFTS
101206,Gundle/SLT Environmental Inc.,GSE,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
101209,Guaranty Financial Corp. (VA),GSLC,FINANCE,BANKS & THRIFTS
101212,Gasonics International Corp.,GSNX,INFORMATION TECHNOLOGY,SEMICONDUCTORS
101214,Group 1 Software Inc. (New),GSOF,INFORMATION TECHNOLOGY,SOFTWARE
101217,GlobeSpan Inc.,GSPN,INFORMATION TECHNOLOGY,SEMICONDUCTORS
101218,Gold Standard Inc.,GSTD,MATERIALS,MINING
101219,GreyStone Technology Inc,GSTN,INFORMATION TECHNOLOGY,SOFTWARE
101220,Globalstar Telecommunications Ltd.,GSTRF,Communications,""
101224,Guest Supply Inc.,GSY,CONSUMER STAPLES,PERSONAL PRODUCTS
101229,GetGo Inc.,GTGO,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101236,GTECH Holdings Corp.,GTK,INFORMATION TECHNOLOGY,SOFTWARE
101237,Gulfterra Energy Partners L.P.,GTM,ENERGY,ENERGY PRODUCERS
101241,Grupo Tribasa S.A. de C.V.,GTR,INDUSTRIALS,CONSTRUCTION & ENGINEERING
101249,GFSB BanCorp. Inc.,GUPB,FINANCE,BANKS & THRIFTS
101259,Gulf West Banks Inc.,GWBK,FINANCE,BANKS & THRIFTS
101266,Geoworks Corp,GWRX,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101273,Galagen Inc,GXYF,CONSUMER STAPLES,FOOD PRODUCTS
101286,Hahn Automotive Warehouse Inc.,HAHN,CONSUMER DISCRETIONARY,AUTOMOBILES & PARTS
101287,Hampton Industries Inc.,HAI,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
101288,Hall Kinion & Associates Inc.,HAKI,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
101292,Hanson Plc ADR,HAN,MATERIALS,INDUSTRIAL METALS & MATERIALS
101294,Handspring Inc.,HAND,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
101295,Harbor Florida Bancshares Inc,HARB,FINANCE,BANKS & THRIFTS
101297,Harrys Farmers Market Inc,HARY,"",""
101298,Hatteras Income Securities Inc.,HAT,FINANCE,GENERAL FINANCE
101301,Havas ADR,HAVSY,CONSUMER DISCRETIONARY,ADVERTISING
101307,Humboldt Bancorp (CA),HBEK,FINANCE,BANKS & THRIFTS
101310,HUB International Ltd,HBG,FINANCE,INSURANCE
101318,Harbourton Financial Corporation,HBTC,FINANCE,GENERAL FINANCE
101321,Hanover Compressor Co.,HC,ENERGY,ENERGY EQUIPMENT & SERVICES
101322,HCA Inc. (New),HCA,HEALTH CARE,HEALTH CARE SERVICES
101323,Hometown Auto Retailers Inc Class A,HCAR,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
101325,H&CB,HCB,FINANCE,BANKS & THRIFTS
101326,HCB Bancshares Inc.,HCBB,FINANCE,BANKS & THRIFTS
101328,Healthcare.com Corp.,HCDC,INFORMATION TECHNOLOGY,SOFTWARE
101339,Horizon Organic Holding Corp.,HCOW,CONSUMER STAPLES,BEVERAGES
101340,Hector Communications Corp.,HCT,Communications,""
101346,HPSC Inc.,HDR,FINANCE,GENERAL FINANCE
101349,HD Vest Inc.,HDVS,FINANCE,GENERAL FINANCE
101353,Headway Corporate Resources Inc.,HEA,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
101354,HealthWatch Inc.,HEAL,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
101355,Hearme,HEAR,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101356,Hallwood Energy Corp (DE),HECO,ENERGY,ENERGY PRODUCERS
101359,Helix Technology Corp.,HELX,INFORMATION TECHNOLOGY,SEMICONDUCTORS
101362,Herbalife International Inc. Class A,HERBA,HEALTH CARE,PHARMACEUTICALS
101363,Herbalife International Inc. Class B,HERBB,HEALTH CARE,PHARMACEUTICALS
101366,HealtheTech Inc,HETC.PK,HEALTH CARE,HEALTH CARE SUPPLIES
101371,Host Funding Inc. Class A,HFD.A,FINANCE,REAL ESTATE & REITS
101373,Harrington Financial Group Inc.,HFGI,FINANCE,BANKS & THRIFTS
101377,High Country Financial Corp.,HGCF,FINANCE,BANKS & THRIFTS
101379,Haggar Corp.,HGGR,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
101393,Hibernia Foods PLC ADR,HIBNY,CONSUMER STAPLES,FOOD PRODUCTS
101402,High Plains Corp.,HIPC,ENERGY,ENERGY PRODUCERS
101407,Musicmaker.com Inc,HITS,CONSUMER DISCRETIONARY,ENTERTAINMENT
101416,Hawker Resources Inc,HKRRF,"",""
101434,Hollywood Entertainment Corp.,HLYW,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
101435,Homestake Mining,HM,MATERIALS,MINING
101448,HA-LO Industries Inc.,HMK,CONSUMER DISCRETIONARY,ADVERTISING
101449,Hemlock Federal Financial Corporation,HMKF,FINANCE,BANKS & THRIFTS
101452,Horizon Medical Products Inc.,HMP,HEALTH CARE,HEALTH CARE SUPPLIES
101453,Homeseekers.com Inc.,HMSK,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101455,Homeservices.Com Inc.,HMSV,FINANCE,REAL ESTATE & REITS
101463,HNC Software Inc.,HNCS,INFORMATION TECHNOLOGY,SOFTWARE
101466,Hanover Direct Inc.,HNV,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
101468,Hoenig Group Inc.,HOEN,FINANCE,GENERAL FINANCE
101472,Home Products International Inc.,HOMZQ,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
101473,Hoovers Inc.,HOOV,CONSUMER DISCRETIONARY,PUBLISHING
101474,Horizon Health Corp. (New),HORC,HEALTH CARE,HEALTH CARE SERVICES
101476,Arlington Hospitality Inc.,HOST,CONSUMER DISCRETIONARY,HOTELS & TRAVEL
101477,Hotjobs.com Inc.,HOTJ,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
101478,Hawker Pacific Aerospace,HPAC,INDUSTRIALS,AEROSPACE & DEFENSE
101487,H Power Corp,HPOW,INDUSTRIALS,ELECTRICAL EQUIPMENT
101489,Heartport Inc.,HPRT,HEALTH CARE,HEALTH CARE SUPPLIES
101496,Hudson River BanCorp. Inc.,HRBT,FINANCE,BANKS & THRIFTS
101502,Health Risk Management Inc.,HRMI,HEALTH CARE,HEALTH CARE SERVICES
101512,Hallwood Realty Partners L.P.,HRY,FINANCE,REAL ESTATE & REITS
101515,High Speed Access Corp,HSAC,FINANCE,GENERAL FINANCE
101520,HS Resources Inc.,HSE,ENERGY,ENERGY PRODUCERS
101528,Homestead Bancorp Inc,HSTD,FINANCE,BANKS & THRIFTS
101532,American Homestar Corp. (Old),HSTR,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
101535,Healthtrac Inc,HTAC,"",""
101538,HTE Inc.,HTEI,INFORMATION TECHNOLOGY,SOFTWARE
101539,Hytek Microsystems Inc.,HTEK,INDUSTRIALS,AEROSPACE & DEFENSE
101540,Heritage Property Investment Trust Inc,HTG,FINANCE,REAL ESTATE & REITS
101543,Hawthorne Financial Corp.,HTHR,FINANCE,BANKS & THRIFTS
101546,Hyperion 2005 Investment Grade Opportunity Term Trust,HTO,FINANCE,GENERAL FINANCE
101550,HUBCO Inc,HU,FINANCE,BANKS & THRIFTS
101552,Huffy Corp.,HUFCQ,CONSUMER DISCRETIONARY,LEISURE GOODS
101553,Hughes Supply Inc,HUG,INDUSTRIALS,DISTRIBUTORS
101555,Hummingbird Ltd,HUMC,INFORMATION TECHNOLOGY,SOFTWARE
101565,Hollywood Casino Corp Class A,HWD.A,"",""
101568,Howell Corp.,HWL,ENERGY,ENERGY PRODUCERS
101574,Huntway Refining Co.,HWY,ENERGY,ENERGY PRODUCERS
101575,Shelbourne Properties I Inc.,HXD,FINANCE,REAL ESTATE & REITS
101576,Shelbourne Properties II Inc.,HXE,FINANCE,REAL ESTATE & REITS
101577,Shelbourne Properties III Inc.,HXF,FINANCE,REAL ESTATE & REITS
101580,Hycor Biomedical Inc.,HYBD,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
101581,Hybrid Networks Inc,HYBR,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
101583,Hydril Co,HYDL,ENERGY,ENERGY EQUIPMENT & SERVICES
101584,Hydrogen Power Inc.,HYDP,INDUSTRIALS,ELECTRICAL EQUIPMENT
101591,Henley Ltd Partnership Unit,HYN,"",""
101593,HyperFeed Technologies Inc.,HYPRQ,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101595,Hyperion Solutions,HYSL,INFORMATION TECHNOLOGY,SOFTWARE
101601,Horizon Pharmacies Inc.,HZPIQ,CONSUMER STAPLES,RETAIL - FOOD & DRUG
101603,Interact Commerce Corp.,IACT,INFORMATION TECHNOLOGY,SOFTWARE
101607,Intier Automotive Inc,IAIA,CONSUMER DISCRETIONARY,AUTOMOBILES & PARTS
101608,International Aircraft Investors,IAIS,TRANSPORTS,AIRLINES & AIR SERVICES
101609,International Aluminum Corp.,IAL,INDUSTRIALS,CONSTRUCTION & ENGINEERING
101611,Information Architects Corp,IARC,"",""
101613,Integrated Alarm Services Inc,IASG,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
101614,Asiacontent Com Ltd Class A,IASIA,"",""
101616,iAsiaWorks Inc,IAWK,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101621,INTERACTIVE BRAND DEVELOPMENT INC,IBDI,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
101623,iBEAM Broadcasting Corp.,IBEM,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101624,International Briquettes Holdings Inc.,IBHVF,MATERIALS,INDUSTRIAL METALS & MATERIALS
101625,Intimate Brands Inc. Class A,IBI.A,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
101630,IBP Inc.,IBP,CONSUMER STAPLES,FOOD PRODUCTS
101636,ICICI Ltd.,IC,FINANCE,GENERAL FINANCE
101638,Independence Community Bank Corp,ICBC,FINANCE,BANKS & THRIFTS
101641,Insight Communications Class A,ICCI,CONSUMER DISCRETIONARY,BROADCASTING
101645,ICG Communications Inc,ICGX,"",""
101648,Intermedia Communications Inc.,ICIX,Communications,""
101649,Imperial Chemical Industries Ltd. (NYSE),ICIYY,MATERIALS,CHEMICALS
101650,Wireless WebConnect! Inc.,ICL,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
101651,Internacional de Ceramica S.A. de C.V. ADR,ICM,MATERIALS,INDUSTRIAL METALS & MATERIALS
101657,ICOS Corp.,ICOS,HEALTH CARE,PHARMACEUTICALS
101659,InterCept Inc.,ICPT,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
101663,Integrated Circuit Systems Inc. (2000),ICST,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
101665,Packaged Ice Inc.,ICY,CONSUMER STAPLES,FOOD PRODUCTS
101669,ID Biomedical Corp.,IDBE,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
101673,Hungry Minds Inc Ordinary,IDGBA,CONSUMER DISCRETIONARY,PUBLISHING
101675,IPI Inc.,IDH,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
101680,Identix Inc.,IDNX,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
101681,Identiphi Inc,IDPIQ,"",""
101682,Intrawest Corp,IDR,CONSUMER DISCRETIONARY,HOTELS & TRAVEL
101684,International Displayworks Inc.,IDWK,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
101685,IDX Systems Corp.,IDXC,HEALTH CARE,HEALTH CARE SERVICES
101689,International Electronics Inc.,IEIB,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
101701,IFC Capital Trust III 8.75% Cumul Convertible Trust Preferred Securities,IFC+N,FINANCE,GENERAL FINANCE
101702,IFC Capital Trust II Preferred,IFC+O,"",""
101704,Integrity Financial Corp,IFCB,FINANCE,BANKS & THRIFTS
101706,Interchange Financial Services Corp (NJ),IFCJ,FINANCE,BANKS & THRIFTS
101707,INFICON Holding AG ADS,IFCN,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
101708,Ifco Systems NV,IFCO,"",""
101710,Investors Financial Services Corp,IFIN,FINANCE,GENERAL FINANCE
101718,Insignia Financial GP Inc,IFS,INDUSTRIALS,CONSTRUCTION & ENGINEERING
101726,Jade Financial Corp.,IGAF,FINANCE,BANKS & THRIFTS
101728,IGEN International Inc.,IGEN,HEALTH CARE,HEALTH CARE SUPPLIES
101729,IMC Global Inc Preferred,IGL+M,"",""
101730,Interstate General Co. LP Class A Unit,IGLPA,FINANCE,REAL ESTATE & REITS
101732,IGN Entertainment Inc,IGNX,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101733,iGo Corp.,IGOC,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101740,Interstate Hotels Corp.,IHCO,CONSUMER DISCRETIONARY,HOTELS & TRAVEL
101749,Infointeractive Inc.,IIAA,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101750,IIC Industries Inc.,IICR,INDUSTRIALS,CONGLOMERATES
101751,Individual Investor Group Inc.,IIGP,FINANCE,GENERAL FINANCE
101752,I3 Mobile Inc.,IIIM,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101753,Indus International Inc,IINT,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101754,Interactive Investor International PLC,IINV,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101757,CIGNA Investment Securities Inc.,IIS,FINANCE,GENERAL FINANCE
101761,IXL Enterprises Inc.,IIXL,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
101765,IKOS Systems Inc.,IKOS,INFORMATION TECHNOLOGY,SEMICONDUCTORS
101768,Intercontinental Life Corp.,ILCO,FINANCE,INSURANCE
101774,Il Fornaio America Corp.,ILFO,CONSUMER DISCRETIONARY,RESTAURANTS
